-7.5280539e-01 -8.9240755e-01 -7.3029557e-01 -8.1757415e-01 -8.9905918e-01 -3.6952359e-01 -2.8264010e-01 -2.4407080e-01 -7.4866156e-01 5.8030659e-01 1.3853446e-01 -5.1397798e-01 -9.7016336e+00 -2.5355679e+01 7.1037990e+00 -2.6450748e+01 1.2284984e+01 7.8100887e-01 6.6613259e-01 8.9036297e-01 1.0804660e+00 9.9185077e-01 1.5858946e+00 1.2306066e+00 1.2558893e+00 9.3225758e-01 6.5315260e-01 1.1357932e+00 1.6269274e+00 1.0182463e+00 1.0654982e+00 1.4285099e+00 2.1157509e-02
-3.3279773e-01 -9.8241555e-01 -5.0372725e-01 4.4828243e-01 1.1530393e-01 4.9300879e-01 -2.6610591e-01 5.5761704e-01 -7.5784996e-01 8.8926880e-02 -8.0403722e-01 1.0724920e-01 -2.3457042e+01 -2.5108656e+00 9.8821802e+00 -2.0196840e+01 -1.8293276e+01 9.4864053e-01 9.0132505e-01 1.5700961e+00 1.3555705e+00 1.5231164e+00 1.3673784e+00 1.5289765e+00 1.1580997e+00 1.6816141e+00 1.3882917e+00 1.2682085e+00 1.1302772e+00 1.3191655e+00 7.6460909e-01 1.1848937e+00 2.2910735e-02
8.0189610e-01 -9.0719117e-01 -6.9866043e-01 8.8748215e-01 -6.8360808e-01 9.7409857e-01 -7.3547722e-01 5.8964887e-02 -7.7795139e-01 9.0795053e-01 2.6662756e-01 -5.8662934e-01 -2.6973761e+01 -2.8005192e+01 -3.2640094e+00 2.1793741e+01 -2.2586869e+01 1.0623156e+00 1.4875343e+00 7.8937101e-01 1.5586438e+00 1.0262867e+00 7.5131327e-01 1.3721743e+00 1.2832924e+00 1.5945629e+00 9.6832719e-01 1.0250329e+00 6.7734073e-01 1.3156102e+00 8.6058032e-01 1.3734717e+00 -1.9973197e-02
-2.8659183e-01 -6.8742727e-01 5.5927517e-01 7.2080555e-01 -3.4491159e-01 -6.2385078e-02 4.7177285e-01 -9.2184247e-01 -6.4214097e-01 7.9244434e-01 7.7242687e-01 8.0340368e-01 7.6503611e+00 -1.0380295e+01 -2.1616903e+01 -1.5280376e+01 1.2722955e+01 9.4560326e-01 1.3040104e+00 1.2025708e+00 1.5071350e+00 1.5678012e+00 1.6350889e+00 1.6893689e+00 1.5238102e+00 1.4778993e+00 1.6031452e+00 1.3621671e+00 1.0928721e+00 1.6010164e+00 1.2821493e+00 1.2839510e+00 8.4920779e-03
-1.2587811e-01 -8.4888046e-02 5.1215046e-01 3.7716466e-01 -1.0417521e+00 6.2460751e-01 -7.9589325e-01 6.3782457e-01 -7.6730637e-01 -5.0867384e-01 8.7729303e-01 -4.0124024e-01 3.3121677e+01 -3.3974925e+01 -2.6562358e+01 2.6456418e+01 1.3010609e+01 1.0146923e+00 1.1834107e+00 7.8327696e-01 9.8590685e-01 1.4365055e+00 9.9805804e-01 9.1153575e-01 9.8135079e-01 1.5127436e+00 1.3318370e+00 1.6344753e+00 8.2607224e-01 9.9610840e-01 6.9394971e-01 1.1628115e+00 -1.6746160e-02
-2.1530372e-01 -1.0656230e+00 -3.3460566e-01 -5.8056490e-01 -8.1628804e-02 3.1236042e-01 5.5445027e-01 9.9608383e-01 -6.8051101e-01 2.4785877e-01 6.3885668e-01 -1.0136891e+00 -1.6854082e+01 2.3450754e+01 -3.3179555e+01 -2.8788381e+01 -6.3162104e+00 1.6767759e+00 9.2314584e-01 8.1213722e-01 9.4017577e-01 1.4341924e+00 9.7113890e-01 1.0314624e+00 1.6391947e+00 1.3950760e+00 8.4208530e-01 1.3275672e+00 1.2722271e+00 1.4703597e+00 8.8469951e-01 1.4446029e+00 3.4835755e-02
9.7472209e-01 9.4758316e-01 4.0316805e-02 2.7715919e-01 4.8929583e-01 -1.0945146e+00 8.9136270e-02 5.1606730e-01 2.3412226e-01 6.7633756e-01 -1.9340320e-02 4.1624103e-01 1.2049727e+01 9.7666328e+00 -2.2024463e+00 1.3485096e+01 -1.5995936e+01 1.5695528e+00 1.6735417e+00 1.1659684e+00 1.6315909e+00 1.6981820e+00 1.5948127e+00 9.6740948e-01 1.3510822e+00 1.6886383e+00 7.9382359e-01 7.9310744e-01 1.3566602e+00 9.3845227e-01 8.1726225e-01 9.7662256e-01 -1.1010714e-02
-7.9513066e-01 2.5997220e-01 -2.8841966e-01 -6.2003964e-01 5.9908611e-01 -9.0661381e-01 2.0855866e-01 -1.4366902e-01 -1.7111680e-02 4.8804793e-01 -7.6794093e-02 2.0210202e-01 -2.8766948e+01 3.8990089e+00 1.0642760e+01 2.2872220e+01 -2.6602965e+01 7.8457139e-01 6.9133937e-01 1.3908201e+00 7.1406584e-01 1.1545088e+00 1.1802416e+00 1.0709585e+00 8.0007992e-01 9.4321276e-01 1.0267736e+00 1.5846100e+00 1.6897991e+00 1.4029101e+00 1.2597403e+00 1.6051770e+00 -2.1907066e-02
-6.6125743e-01 5.7294511e-01 -4.3555075e-01 5.5182581e-01 8.6907247e-01 -1.9848957e-02 6.6404063e-01 2.2996565e-02 -5.4094781e-01 -5.6899730e-01 8.1291993e-01 -3.5530352e-01 -3.1492027e+01 -1.6502028e+01 -9.5828950e+00 1.0282940e+01 -4.6277180e+00 1.0541422e+00 1.6681928e+00 1.5669218e+00 1.5554789e+00 1.3844186e+00 1.2726170e+00 6.7353007e-01 1.3199680e+00 1.6518398e+00 7.7073507e-01 1.2443689e+00 1.5578226e+00 8.7480348e-01 1.0220877e+00 1.5774002e+00 -9.1241159e-03
1.8983226e-01 -4.0494827e-01 2.9494202e-01 2.8568958e-01 9.1709511e-01 2.1458898e-02 4.8677555e-03 4.4511750e-01 -2.9900045e-01 -3.2306809e-01 -1.9073123e-01 6.8972600e-01 2.1976878e+01 -2.4617966e+01 1.5838178e+01 -1.7737723e+01 1.2090498e+01 1.0999614e+00 1.0515470e+00 1.0997172e+00 1.1465901e+00 1.4391845e+00 8.7382094e-01 1.3085127e+00 1.2730280e+00 1.2817703e+00 1.2142240e+00 1.0135761e+00 1.3237198e+00 6.5843395e-01 1.6993444e+00 1.1812395e+00 1.1339280e-02
